Site,year,NDVI,NDWI,cloud_cover,longitude,latitude,bloom,month,day_of_year,day_of_month,is_spring,is_summer,is_fall,is_winter
Chino Hills,2022,0.1373775201931439,-0.1499314289402616,6.26,-117.77741722644762,33.95166982313173,0,11,327,23,0,0,1,0
Chino Hills,2022,0.1624312694278497,-0.1670705660309425,0.26,-117.77741722644762,33.95166982313173,0,12,343,9,0,0,0,1
Chino Hills,2022,0.2014263979720714,-0.1985002362497501,0.82,-117.77741722644762,33.95166982313173,0,12,359,25,0,0,0,1
Anza-Borrego Desert State Park,2022,0.0665929090304051,-0.1172848234660477,31.88,-116.17218600715876,32.9601360505044,0,6,167,16,0,1,0,0
Chino Hills,2022,0.1501615670957724,-0.1852397375145437,31.88,-117.77741722644762,33.95166982313173,0,6,167,16,0,1,0,0
Carlsbad Ranch,2022,0.1096642989438339,-0.1655526217620795,8.08,-117.31926787076675,33.128594291425586,0,7,183,2,0,1,0,0
Anza-Borrego Desert State Park,2022,0.0665822878823808,-0.1174754924034191,8.08,-116.17218600715876,32.9601360505044,0,7,183,2,0,1,0,0
Chino Hills,2022,0.1504363130580475,-0.1898487043152163,8.08,-117.77741722644762,33.95166982313173,0,7,183,2,0,1,0,0
Carlsbad Ranch,2022,0.1068825256352699,-0.1573507136855798,5.35,-117.31926787076675,33.128594291425586,0,7,199,18,0,1,0,0
Anza-Borrego Desert State Park,2022,0.0664373495890121,-0.1156766187378314,5.35,-116.17218600715876,32.9601360505044,0,7,199,18,0,1,0,0
Chino Hills,2022,0.1458369328454963,-0.1827093564160332,5.35,-117.77741722644762,33.95166982313173,0,7,199,18,0,1,0,0
Carlsbad Ranch,2022,0.102433864886653,-0.1532045636339041,17.84,-117.31926787076675,33.128594291425586,0,8,215,3,0,1,0,0
Anza-Borrego Desert State Park,2022,0.0692961412254466,-0.1183076954070889,17.84,-116.17218600715876,32.9601360505044,0,8,215,3,0,1,0,0
Chino Hills,2022,0.1444113568720794,-0.1747458983533311,17.84,-117.77741722644762,33.95166982313173,0,8,215,3,0,1,0,0
Carlsbad Ranch,2022,0.0955121421787274,-0.1446697478903149,14.68,-117.31926787076675,33.128594291425586,0,8,231,19,0,1,0,0
Anza-Borrego Desert State Park,2022,0.0697704206226261,-0.1167154222568853,14.68,-116.17218600715876,32.9601360505044,0,8,231,19,0,1,0,0
Chino Hills,2022,0.1406559679530765,-0.1783866523439248,14.68,-117.77741722644762,33.95166982313173,0,8,231,19,0,1,0,0
Carlsbad Ranch,2022,0.1037223477427192,-0.1513701407858606,51.81,-117.31926787076675,33.128594291425586,0,9,247,4,0,0,1,0
Anza-Borrego Desert State Park,2022,0.0952806046820414,-0.145954966229584,51.81,-116.17218600715876,32.9601360505044,0,9,247,4,0,0,1,0
Chino Hills,2022,0.1257063435267294,-0.1518107493620547,51.81,-117.77741722644762,33.95166982313173,0,9,247,4,0,0,1,0
Carlsbad Ranch,2022,0.0904283219193368,-0.1405361918130112,0.26,-117.31926787076675,33.128594291425586,0,9,263,20,0,0,1,0
Anza-Borrego Desert State Park,2022,0.080372955263132,-0.1214558332539001,0.26,-116.17218600715876,32.9601360505044,0,9,263,20,0,0,1,0
Chino Hills,2022,0.1283366774374237,-0.1565840610979695,0.26,-117.77741722644762,33.95166982313173,0,9,263,20,0,0,1,0
Anza-Borrego Desert State Park,2022,0.0943909375433647,-0.1305176872683658,43.97,-116.17218600715876,32.9601360505044,0,10,279,6,0,0,1,0
Chino Hills,2022,0.1276477692093346,-0.1512071001878735,43.97,-117.77741722644762,33.95166982313173,0,10,279,6,0,0,1,0
Anza-Borrego Desert State Park,2022,0.0973792520990492,-0.1322538954765083,61.75,-116.17218600715876,32.9601360505044,0,10,295,22,0,0,1,0
Chino Hills,2022,0.1257773771802919,-0.1475828675843452,61.75,-117.77741722644762,33.95166982313173,0,10,295,22,0,0,1,0
Anza-Borrego Desert State Park,2022,0.0959575747589727,-0.1316301060007327,62.51,-116.17218600715876,32.9601360505044,0,11,311,7,0,0,1,0
Carlsbad Ranch,2022,0.1032117667217563,-0.1533804808911025,0.55,-117.31926787076675,33.128594291425586,0,11,327,23,0,0,1,0
Anza-Borrego Desert State Park,2022,0.0953440997658047,-0.1328511467732736,0.55,-116.17218600715876,32.9601360505044,0,11,327,23,0,0,1,0
Chino Hills,2022,0.136816855658021,-0.1516338688788998,0.55,-117.77741722644762,33.95166982313173,0,11,327,23,0,0,1,0
Carlsbad Ranch,2022,0.1124706191359563,-0.1576353034602204,1.06,-117.31926787076675,33.128594291425586,0,12,343,9,0,0,0,1
Anza-Borrego Desert State Park,2022,0.0928188013746769,-0.130115289132757,1.06,-116.17218600715876,32.9601360505044,0,12,343,9,0,0,0,1
Chino Hills,2022,0.1612041286001724,-0.1688025140887121,1.06,-117.77741722644762,33.95166982313173,0,12,343,9,0,0,0,1
Anza-Borrego Desert State Park,2022,0.0886557335769847,-0.1257120161383716,9.86,-116.17218600715876,32.9601360505044,0,12,359,25,0,0,0,1
Chino Hills,2022,0.1997887896007083,-0.199766128479803,9.86,-117.77741722644762,33.95166982313173,0,12,359,25,0,0,0,1
Antelope Valley California Poppy Reserve,2022,0.1295628725938976,-0.1894925895148664,10.98,-118.38375469959021,34.71508861411871,0,6,158,7,0,1,0,0
Chino Hills,2022,0.1522393106011627,-0.1850622334289766,10.98,-117.77741722644762,33.95166982313173,0,6,158,7,0,1,0,0
Antelope Valley California Poppy Reserve,2022,0.1381146152383144,-0.1994458367948628,4.59,-118.38375469959021,34.71508861411871,0,6,174,23,0,1,0,0
Channel Islands National Park,2022,0.0377208126594362,-0.0305132926822747,4.59,-119.97285014044256,33.998418819119095,0,6,174,23,0,1,0,0
Chino Hills,2022,0.1480396055835972,-0.18272362225057,4.59,-117.77741722644762,33.95166982313173,0,6,174,23,0,1,0,0
Antelope Valley California Poppy Reserve,2022,0.1261312702749399,-0.1885077200989136,9.41,-118.38375469959021,34.71508861411871,0,7,190,9,0,1,0,0
Chino Hills,2022,0.1423203638624543,-0.1784478284749056,9.41,-117.77741722644762,33.95166982313173,0,7,190,9,0,1,0,0
Antelope Valley California Poppy Reserve,2022,0.1229316562234789,-0.1853771411559435,24.07,-118.38375469959021,34.71508861411871,0,7,206,25,0,1,0,0
Chino Hills,2022,0.1410546323806227,-0.1755349488523201,24.07,-117.77741722644762,33.95166982313173,0,7,206,25,0,1,0,0
Antelope Valley California Poppy Reserve,2022,0.1240928662036643,-0.1864178432505172,0.02,-118.38375469959021,34.71508861411871,0,8,222,10,0,1,0,0
Channel Islands National Park,2022,0.0256992192060653,-0.0184952678030873,0.02,-119.97285014044256,33.998418819119095,0,8,222,10,0,1,0,0
Chino Hills,2022,0.1378436645173851,-0.1738061825332921,0.02,-117.77741722644762,33.95166982313173,0,8,222,10,0,1,0,0
Antelope Valley California Poppy Reserve,2022,0.1204029045991222,-0.1830113149810565,7.23,-118.38375469959021,34.71508861411871,0,8,238,26,0,1,0,0
Channel Islands National Park,2022,-0.0089594253775935,0.053784051766895,7.23,-119.97285014044256,33.998418819119095,0,8,238,26,0,1,0,0
Chino Hills,2022,0.1352223392623058,-0.1705266511797267,7.23,-117.77741722644762,33.95166982313173,0,8,238,26,0,1,0,0
Antelope Valley California Poppy Reserve,2022,0.1365364026201357,-0.1939759023282738,35.55,-118.38375469959021,34.71508861411871,0,9,254,11,0,0,1,0
Channel Islands National Park,2022,0.016786762525194,0.0109936152693081,35.55,-119.97285014044256,33.998418819119095,0,9,254,11,0,0,1,0
Chino Hills,2022,0.1321330950742544,-0.1599541443305442,35.55,-117.77741722644762,33.95166982313173,0,9,254,11,0,0,1,0
Antelope Valley California Poppy Reserve,2022,0.1276728062360639,-0.1832271267197926,6.97,-118.38375469959021,34.71508861411871,0,9,270,27,0,0,1,0
Channel Islands National Park,2022,0.0262701422630149,-0.0105456554292078,6.97,-119.97285014044256,33.998418819119095,0,9,270,27,0,0,1,0
Chino Hills,2022,0.1204641588865675,-0.1467315938600165,6.97,-117.77741722644762,33.95166982313173,0,9,270,27,0,0,1,0
Antelope Valley California Poppy Reserve,2022,0.1302627179235374,-0.1855576368169327,24.94,-118.38375469959021,34.71508861411871,0,10,286,13,0,0,1,0
Chino Hills,2022,0.112301951015993,-0.1455412125794188,24.94,-117.77741722644762,33.95166982313173,0,10,286,13,0,0,1,0
Antelope Valley California Poppy Reserve,2022,0.1202613654943002,-0.1767811061857571,0.07,-118.38375469959021,34.71508861411871,0,10,302,29,0,0,1,0
Channel Islands National Park,2022,0.0173644695026706,-0.0073931945366798,0.07,-119.97285014044256,33.998418819119095,0,10,302,29,0,0,1,0
Chino Hills,2022,0.1143131209804544,-0.135014076259804,0.07,-117.77741722644762,33.95166982313173,0,10,302,29,0,0,1,0
Antelope Valley California Poppy Reserve,2022,0.125168646805356,-0.1744485730286767,0.47,-118.38375469959021,34.71508861411871,0,11,318,14,0,0,1,0
Channel Islands National Park,2022,-0.010583690973391,0.0371694753923213,0.47,-119.97285014044256,33.998418819119095,0,11,318,14,0,0,1,0
Chino Hills,2022,0.1207458199549895,-0.1376028059230437,0.47,-117.77741722644762,33.95166982313173,0,11,318,14,0,0,1,0
Antelope Valley California Poppy Reserve,2022,0.1486227905170551,-0.1926113970843775,14.93,-118.38375469959021,34.71508861411871,0,11,334,30,0,0,1,0
Chino Hills,2022,0.1460044147568426,-0.1565076760976016,14.93,-117.77741722644762,33.95166982313173,0,11,334,30,0,0,1,0
Antelope Valley California Poppy Reserve,2022,0.1710588131135101,-0.2029749783645058,28.26,-118.38375469959021,34.71508861411871,0,12,350,16,0,0,0,1
Chino Hills,2022,0.173266501072576,-0.1767239076122723,28.26,-117.77741722644762,33.95166982313173,0,12,350,16,0,0,0,1
Channel Islands National Park,2022,0.0362403889187236,-0.031810672770058,28.75,-119.97285014044256,33.998418819119095,0,6,174,23,0,1,0,0
Chino Hills,2022,0.1652106017042492,-0.2003937777417464,28.75,-117.77741722644762,33.95166982313173,0,6,174,23,0,1,0,0
Channel Islands National Park,2022,0.0281585484973973,-0.0256794923602321,0.41,-119.97285014044256,33.998418819119095,0,8,222,10,0,1,0,0
Chino Hills,2022,0.1660655667867766,-0.2006024553290011,0.41,-117.77741722644762,33.95166982313173,0,8,222,10,0,1,0,0
Channel Islands National Park,2022,-0.0060631531972532,0.0480020273684637,62.37,-119.97285014044256,33.998418819119095,0,8,238,26,0,1,0,0
Chino Hills,2022,0.1536979219842014,-0.1905484976669064,62.37,-117.77741722644762,33.95166982313173,0,8,238,26,0,1,0,0
Channel Islands National Park,2022,0.0189701759270803,0.0026082187522009,34.77,-119.97285014044256,33.998418819119095,0,9,254,11,0,0,1,0
Chino Hills,2022,0.1641209347433784,-0.1950523127882954,34.77,-117.77741722644762,33.95166982313173,0,9,254,11,0,0,1,0
Channel Islands National Park,2022,0.0252403881975553,-0.0153074692096648,16.47,-119.97285014044256,33.998418819119095,0,9,270,27,0,0,1,0
Chino Hills,2022,0.1574915358858568,-0.1860861268651216,16.47,-117.77741722644762,33.95166982313173,0,9,270,27,0,0,1,0
Channel Islands National Park,2022,0.0202875931850472,-0.015093328868625,0.52,-119.97285014044256,33.998418819119095,0,10,302,29,0,0,1,0
Chino Hills,2022,0.1573194382383424,-0.1849862263535334,0.52,-117.77741722644762,33.95166982313173,0,10,302,29,0,0,1,0
Channel Islands National Park,2022,-0.0062920644423156,0.0273262746947285,0.88,-119.97285014044256,33.998418819119095,0,11,318,14,0,0,1,0
Chino Hills,2022,0.1356919045765815,-0.1653164639445981,0.88,-117.77741722644762,33.95166982313173,0,11,318,14,0,0,1,0
Chino Hills,2022,0.1662076594823657,-0.1909291009532678,78.22,-117.77741722644762,33.95166982313173,0,11,334,30,0,0,1,0
Chino Hills,2022,0.1567810983839641,-0.1764260320109978,13.21,-117.77741722644762,33.95166982313173,0,12,350,16,0,0,0,1
Carrizo Plain National Monument,2022,0.1154413095080355,-0.1699386121212988,0.45,-119.84188601188094,35.14694248226192,0,6,165,14,0,1,0,0
Carrizo Plain National Monument,2022,0.1110737330565037,-0.1663461781139591,0.53,-119.84188601188094,35.14694248226192,0,6,181,30,0,1,0,0
Carrizo Plain National Monument,2022,0.1112269997011874,-0.1662387569579903,2.21,-119.84188601188094,35.14694248226192,0,7,197,16,0,1,0,0
Carrizo Plain National Monument,2022,0.1091571789378229,-0.1627882788861093,33.0,-119.84188601188094,35.14694248226192,0,8,213,1,0,1,0,0
Carrizo Plain National Monument,2022,0.1063645945924043,-0.1600323079031842,28.71,-119.84188601188094,35.14694248226192,0,8,229,17,0,1,0,0
Carrizo Plain National Monument,2022,0.1088302847934679,-0.1625814402948378,2.45,-119.84188601188094,35.14694248226192,0,9,245,2,0,0,1,0
Carrizo Plain National Monument,2022,0.1112487624847476,-0.1649680235371951,38.27,-119.84188601188094,35.14694248226192,0,9,261,18,0,0,1,0
Carrizo Plain National Monument,2022,0.107614791512548,-0.156347568750871,0.2,-119.84188601188094,35.14694248226192,0,10,277,4,0,0,1,0
Carrizo Plain National Monument,2022,0.1081592398207659,-0.1528670234367464,23.72,-119.84188601188094,35.14694248226192,0,10,293,20,0,0,1,0
Carrizo Plain National Monument,2022,0.0946988466943269,-0.1398353606019184,12.37,-119.84188601188094,35.14694248226192,0,11,309,5,0,0,1,0
Carrizo Plain National Monument,2022,0.0975570115540788,-0.1354968840574724,31.96,-119.84188601188094,35.14694248226192,0,11,325,21,0,0,1,0
Carrizo Plain National Monument,2022,0.1265191410964296,-0.1556228209424349,26.84,-119.84188601188094,35.14694248226192,0,12,341,7,0,0,0,1
Carrizo Plain National Monument,2022,0.1428283246641846,-0.1671795800671676,54.59,-119.84188601188094,35.14694248226192,0,12,357,23,0,0,0,1
Lompoc Flower Fields,2022,0.1821481581998495,-0.2042624498063975,3.79,-120.51575049640014,34.657902770671875,0,6,165,14,0,1,0,0
Carrizo Plain National Monument,2022,0.1185512192446075,-0.1692554291939282,3.79,-119.84188601188094,35.14694248226192,0,6,165,14,0,1,0,0
Channel Islands National Park,2022,0.0684257764337114,-0.0752295629260671,3.79,-119.97285014044256,33.998418819119095,0,6,165,14,0,1,0,0
Figueroa Mountain,2022,0.240784728552362,-0.2545654842438445,3.79,-119.75271879837472,34.69766407453087,0,6,165,14,0,1,0,0
Laura and Jack Dangermond Reserve,2022,0.1862340014385343,-0.2146806014796883,3.79,-120.4499101041053,34.509933096785765,0,6,165,14,0,1,0,0
Montaña de Oro State Park,2022,0.1769749283677485,-0.1946862578009324,3.79,-120.81383400040781,35.20683027405567,0,6,165,14,0,1,0,0
Sedgwick Reserve,2022,0.1518007500133849,-0.186304643883499,3.79,-120.02672551703671,34.71413309520678,0,6,165,14,0,1,0,0
Lompoc Flower Fields,2022,0.1889327438584422,-0.2082043487123726,22.1,-120.51575049640014,34.657902770671875,0,6,181,30,0,1,0,0
Carrizo Plain National Monument,2022,0.1146016371324831,-0.1660692035460878,22.1,-119.84188601188094,35.14694248226192,0,6,181,30,0,1,0,0
Channel Islands National Park,2022,0.0739752943319034,-0.080297876529754,22.1,-119.97285014044256,33.998418819119095,0,6,181,30,0,1,0,0
Figueroa Mountain,2022,0.2323254032554591,-0.2484399259424241,22.1,-119.75271879837472,34.69766407453087,0,6,181,30,0,1,0,0
Laura and Jack Dangermond Reserve,2022,0.1842693846083237,-0.2144268373822149,22.1,-120.4499101041053,34.509933096785765,0,6,181,30,0,1,0,0
Montaña de Oro State Park,2022,0.170930282160906,-0.1850545286240324,22.1,-120.81383400040781,35.20683027405567,0,6,181,30,0,1,0,0
Sedgwick Reserve,2022,0.1482178536835893,-0.1838711427803848,22.1,-120.02672551703671,34.71413309520678,0,6,181,30,0,1,0,0
Lompoc Flower Fields,2022,0.1970668613818152,-0.2118712316267135,25.61,-120.51575049640014,34.657902770671875,0,7,197,16,0,1,0,0
Carrizo Plain National Monument,2022,0.1154501951781262,-0.166242610194791,25.61,-119.84188601188094,35.14694248226192,0,7,197,16,0,1,0,0
Channel Islands National Park,2022,0.0708695417556253,-0.0722715025231954,25.61,-119.97285014044256,33.998418819119095,0,7,197,16,0,1,0,0
Figueroa Mountain,2022,0.2261362609239408,-0.2438415475586033,25.61,-119.75271879837472,34.69766407453087,0,7,197,16,0,1,0,0
Laura and Jack Dangermond Reserve,2022,0.1741940096927648,-0.2012921266145737,25.61,-120.4499101041053,34.509933096785765,0,7,197,16,0,1,0,0
Montaña de Oro State Park,2022,0.2069842484656438,-0.2210235160483281,25.61,-120.81383400040781,35.20683027405567,0,7,197,16,0,1,0,0
Sedgwick Reserve,2022,0.1458978608439972,-0.1812444516856184,25.61,-120.02672551703671,34.71413309520678,0,7,197,16,0,1,0,0
Lompoc Flower Fields,2022,0.1934975624845544,-0.2114222324905481,45.01,-120.51575049640014,34.657902770671875,0,8,213,1,0,1,0,0
Carrizo Plain National Monument,2022,0.1107210858541585,-0.1620422984752244,45.01,-119.84188601188094,35.14694248226192,0,8,213,1,0,1,0,0
Channel Islands National Park,2022,0.0765767561655221,-0.0772225453273139,45.01,-119.97285014044256,33.998418819119095,0,8,213,1,0,1,0,0
Figueroa Mountain,2022,0.2211515474787386,-0.2390388812669609,45.01,-119.75271879837472,34.69766407453087,0,8,213,1,0,1,0,0
Laura and Jack Dangermond Reserve,2022,0.1751056104078484,-0.20299240726467,45.01,-120.4499101041053,34.509933096785765,0,8,213,1,0,1,0,0
Sedgwick Reserve,2022,0.1446344126816701,-0.1802241368463767,45.01,-120.02672551703671,34.71413309520678,0,8,213,1,0,1,0,0
Lompoc Flower Fields,2022,0.1982277396334894,-0.2139546860179587,25.44,-120.51575049640014,34.657902770671875,0,8,229,17,0,1,0,0
Carrizo Plain National Monument,2022,0.1112315591286269,-0.1613739842270003,25.44,-119.84188601188094,35.14694248226192,0,8,229,17,0,1,0,0
Channel Islands National Park,2022,0.0683803426845277,-0.0743041571024051,25.44,-119.97285014044256,33.998418819119095,0,8,229,17,0,1,0,0
Figueroa Mountain,2022,0.2139622499508099,-0.2339511942826793,25.44,-119.75271879837472,34.69766407453087,0,8,229,17,0,1,0,0
Laura and Jack Dangermond Reserve,2022,0.1657957449528625,-0.1932467136637373,25.44,-120.4499101041053,34.509933096785765,0,8,229,17,0,1,0,0
Montaña de Oro State Park,2022,0.1621800232021827,-0.1800120694246925,25.44,-120.81383400040781,35.20683027405567,0,8,229,17,0,1,0,0
Sedgwick Reserve,2022,0.1406048360599202,-0.1766365473502783,25.44,-120.02672551703671,34.71413309520678,0,8,229,17,0,1,0,0
Lompoc Flower Fields,2022,0.1989640038143571,-0.2107178503390466,16.24,-120.51575049640014,34.657902770671875,0,9,245,2,0,0,1,0
Carrizo Plain National Monument,2022,0.1124446096615814,-0.1626976113630837,16.24,-119.84188601188094,35.14694248226192,0,9,245,2,0,0,1,0
Channel Islands National Park,2022,0.0552939673061121,-0.0566448210860646,16.24,-119.97285014044256,33.998418819119095,0,9,245,2,0,0,1,0
Figueroa Mountain,2022,0.2121105204891365,-0.2320792455334119,16.24,-119.75271879837472,34.69766407453087,0,9,245,2,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.1549262064603161,-0.1778864620184854,16.24,-120.4499101041053,34.509933096785765,0,9,245,2,0,0,1,0
Montaña de Oro State Park,2022,0.1521767254026458,-0.1638589601679646,16.24,-120.81383400040781,35.20683027405567,0,9,245,2,0,0,1,0
Sedgwick Reserve,2022,0.1386230600919326,-0.1740654944768549,16.24,-120.02672551703671,34.71413309520678,0,9,245,2,0,0,1,0
Lompoc Flower Fields,2022,0.2059857733722417,-0.2184140367912522,15.43,-120.51575049640014,34.657902770671875,0,9,261,18,0,0,1,0
Carrizo Plain National Monument,2022,0.1137421707110726,-0.1631846736159145,15.43,-119.84188601188094,35.14694248226192,0,9,261,18,0,0,1,0
Channel Islands National Park,2022,0.0462607403833905,-0.0444571514544289,15.43,-119.97285014044256,33.998418819119095,0,9,261,18,0,0,1,0
Figueroa Mountain,2022,0.212186030268687,-0.2295418767016587,15.43,-119.75271879837472,34.69766407453087,0,9,261,18,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.1506479315314829,-0.1763944451742415,15.43,-120.4499101041053,34.509933096785765,0,9,261,18,0,0,1,0
Sedgwick Reserve,2022,0.1279560553263118,-0.1628723439024365,15.43,-120.02672551703671,34.71413309520678,0,9,261,18,0,0,1,0
Lompoc Flower Fields,2022,0.2163252175574115,-0.221106527944124,17.56,-120.51575049640014,34.657902770671875,0,10,277,4,0,0,1,0
Carrizo Plain National Monument,2022,0.1109996222918182,-0.1574889948367316,17.56,-119.84188601188094,35.14694248226192,0,10,277,4,0,0,1,0
Channel Islands National Park,2022,0.0508083112910584,-0.0464045794658334,17.56,-119.97285014044256,33.998418819119095,0,10,277,4,0,0,1,0
Figueroa Mountain,2022,0.211520308347701,-0.227831798006303,17.56,-119.75271879837472,34.69766407453087,0,10,277,4,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.1878632363479682,-0.1866321501678587,17.56,-120.4499101041053,34.509933096785765,0,10,277,4,0,0,1,0
Montaña de Oro State Park,2022,0.1616180671666385,-0.1648286339872406,17.56,-120.81383400040781,35.20683027405567,0,10,277,4,0,0,1,0
Sedgwick Reserve,2022,0.1293261654952263,-0.1575662750927079,17.56,-120.02672551703671,34.71413309520678,0,10,277,4,0,0,1,0
Lompoc Flower Fields,2022,0.19884672143574,-0.2076292078130421,8.4,-120.51575049640014,34.657902770671875,0,10,293,20,0,0,1,0
Carrizo Plain National Monument,2022,0.1074714285257013,-0.1531900567450484,8.4,-119.84188601188094,35.14694248226192,0,10,293,20,0,0,1,0
Channel Islands National Park,2022,0.0438601279947561,-0.0419293122824929,8.4,-119.97285014044256,33.998418819119095,0,10,293,20,0,0,1,0
Figueroa Mountain,2022,0.186576878129669,-0.1993919196825494,8.4,-119.75271879837472,34.69766407453087,0,10,293,20,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.2025852249099873,-0.1984484063322671,8.4,-120.4499101041053,34.509933096785765,0,10,293,20,0,0,1,0
Montaña de Oro State Park,2022,0.2132496203512751,-0.2139032866406382,8.4,-120.81383400040781,35.20683027405567,0,10,293,20,0,0,1,0
Sedgwick Reserve,2022,0.1237495792745808,-0.1498634164686091,8.4,-120.02672551703671,34.71413309520678,0,10,293,20,0,0,1,0
Lompoc Flower Fields,2022,0.1750936028417889,-0.1879592742589017,7.91,-120.51575049640014,34.657902770671875,0,11,309,5,0,0,1,0
Carrizo Plain National Monument,2022,0.096848132885584,-0.141346139371714,7.91,-119.84188601188094,35.14694248226192,0,11,309,5,0,0,1,0
Channel Islands National Park,2022,0.0437127754322216,-0.0432968757762565,7.91,-119.97285014044256,33.998418819119095,0,11,309,5,0,0,1,0
Figueroa Mountain,2022,0.2067914227013265,-0.2222358433105058,7.91,-119.75271879837472,34.69766407453087,0,11,309,5,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.1889460879970539,-0.1899846131593866,7.91,-120.4499101041053,34.509933096785765,0,11,309,5,0,0,1,0
Montaña de Oro State Park,2022,0.1498030209618843,-0.1617071155050354,7.91,-120.81383400040781,35.20683027405567,0,11,309,5,0,0,1,0
Sedgwick Reserve,2022,0.113194249194598,-0.1361864421612229,7.91,-120.02672551703671,34.71413309520678,0,11,309,5,0,0,1,0
Lompoc Flower Fields,2022,0.1539657639513725,-0.1695730258131952,41.97,-120.51575049640014,34.657902770671875,0,11,325,21,0,0,1,0
Carrizo Plain National Monument,2022,0.108003280904996,-0.1463482847164279,41.97,-119.84188601188094,35.14694248226192,0,11,325,21,0,0,1,0
Channel Islands National Park,2022,0.1253989747777321,-0.1132207276798952,41.97,-119.97285014044256,33.998418819119095,0,11,325,21,0,0,1,0
Figueroa Mountain,2022,0.1901895057668012,-0.2008687053791078,41.97,-119.75271879837472,34.69766407453087,0,11,325,21,0,0,1,0
Laura and Jack Dangermond Reserve,2022,0.2161589171058107,-0.2103560488389529,41.97,-120.4499101041053,34.509933096785765,0,11,325,21,0,0,1,0
Montaña de Oro State Park,2022,0.1556329046201557,-0.1539033682227965,41.97,-120.81383400040781,35.20683027405567,0,11,325,21,0,0,1,0
Sedgwick Reserve,2022,0.1257434027094655,-0.1439250474464998,41.97,-120.02672551703671,34.71413309520678,0,11,325,21,0,0,1,0
Lompoc Flower Fields,2022,0.1475517257064172,-0.1577975449151388,8.25,-120.51575049640014,34.657902770671875,0,12,341,7,0,0,0,1
Carrizo Plain National Monument,2022,0.128410062368659,-0.1570608058606714,8.25,-119.84188601188094,35.14694248226192,0,12,341,7,0,0,0,1
Channel Islands National Park,2022,0.0494316031724711,-0.0438217064742885,8.25,-119.97285014044256,33.998418819119095,0,12,341,7,0,0,0,1
Figueroa Mountain,2022,0.1919117846371716,-0.2000388186641731,8.25,-119.75271879837472,34.69766407453087,0,12,341,7,0,0,0,1
Laura and Jack Dangermond Reserve,2022,0.2346004007761872,-0.2181818229617023,8.25,-120.4499101041053,34.509933096785765,0,12,341,7,0,0,0,1
Montaña de Oro State Park,2022,0.172359998700588,-0.1652357325128974,8.25,-120.81383400040781,35.20683027405567,0,12,341,7,0,0,0,1
Sedgwick Reserve,2022,0.1429128036279204,-0.1504101892558764,8.25,-120.02672551703671,34.71413309520678,0,12,341,7,0,0,0,1
Lompoc Flower Fields,2022,0.1498539337033784,-0.1629694402686568,20.75,-120.51575049640014,34.657902770671875,0,12,357,23,0,0,0,1
Carrizo Plain National Monument,2022,0.1324765231631339,-0.1576671881601617,20.75,-119.84188601188094,35.14694248226192,0,12,357,23,0,0,0,1
Channel Islands National Park,2022,0.0678079937515643,-0.057727957845853,20.75,-119.97285014044256,33.998418819119095,0,12,357,23,0,0,0,1
Figueroa Mountain,2022,0.1763923019846038,-0.1810888157824234,20.75,-119.75271879837472,34.69766407453087,0,12,357,23,0,0,0,1
Laura and Jack Dangermond Reserve,2022,0.2551602754306406,-0.2362460938318502,20.75,-120.4499101041053,34.509933096785765,0,12,357,23,0,0,0,1
Montaña de Oro State Park,2022,0.193304463517037,-0.1861905472062092,20.75,-120.81383400040781,35.20683027405567,0,12,357,23,0,0,0,1
Sedgwick Reserve,2022,0.172082544358742,-0.1731222572489739,20.75,-120.02672551703671,34.71413309520678,0,12,357,23,0,0,0,1
Channel Islands National Park,2022,0.0588869233539398,-0.0664750764036476,7.45,-119.97285014044256,33.998418819119095,0,6,165,14,0,1,0,0
Channel Islands National Park,2022,0.0482902447128485,-0.0505382845022366,74.91,-119.97285014044256,33.998418819119095,0,9,245,2,0,0,1,0
Channel Islands National Park,2022,0.0385711274303519,-0.0376246149834128,18.6,-119.97285014044256,33.998418819119095,0,9,261,18,0,0,1,0
Channel Islands National Park,2022,0.0403571394719703,-0.038578463172516,21.23,-119.97285014044256,33.998418819119095,0,10,293,20,0,0,1,0
Channel Islands National Park,2022,0.0429703234004356,-0.0430278953957096,16.0,-119.97285014044256,33.998418819119095,0,11,309,5,0,0,1,0
Channel Islands National Park,2022,0.0443199794387434,-0.0377642494505473,2.48,-119.97285014044256,33.998418819119095,0,12,341,7,0,0,0,1
Channel Islands National Park,2022,0.0656501662199005,-0.05495470478974,46.45,-119.97285014044256,33.998418819119095,0,12,357,23,0,0,0,1
Red Hills Recreational Managment Area,2022,0.1533577759166951,-0.2017934964917019,0.27,-120.47149701124106,37.847251852339554,0,6,172,21,0,1,0,0
Red Hills Recreational Managment Area,2022,0.1549290830833299,-0.2060974700586338,0.21,-120.47149701124106,37.847251852339554,0,7,188,7,0,1,0,0
Red Hills Recreational Managment Area,2022,0.1467925920876567,-0.1999196257851659,3.05,-120.47149701124106,37.847251852339554,0,7,204,23,0,1,0,0
Red Hills Recreational Managment Area,2022,0.1538337548948082,-0.2031177277252469,26.61,-120.47149701124106,37.847251852339554,0,8,220,8,0,1,0,0
