id,Site,Type,date,year,NDVI,NDWI,cloud_cover
8,Chino Hills,Wild,2021-01-20,2021,0.1426493390717987,-0.16558771791006827,60.52
5,Carlsbad Ranch,Plantation,2021-02-05,2021,0.1452474733876542,-0.18226638190373087,0.27
2,Anza-Borrego Desert State Park,Wild,2021-02-05,2021,0.07253778444162741,-0.11460478861635089,0.27
8,Chino Hills,Wild,2021-02-05,2021,0.17290556175156746,-0.18545304108544608,0.27
5,Carlsbad Ranch,Plantation,2021-02-21,2021,0.17257950153886026,-0.20608972412005086,0.07
2,Anza-Borrego Desert State Park,Wild,2021-02-21,2021,0.07693170019486212,-0.11931827528720432,0.07
8,Chino Hills,Wild,2021-02-21,2021,0.21083961744677598,-0.2166884312323727,0.07
1,Antelope Valley California Poppy Reserve,Wild,2021-01-11,2021,0.12182733450518765,-0.18054107064430983,0.54
8,Chino Hills,Wild,2021-01-11,2021,0.12663605104926726,-0.15096878793783533,0.54
1,Antelope Valley California Poppy Reserve,Wild,2021-02-12,2021,0.15653589839035947,-0.20240306068542283,22.08
8,Chino Hills,Wild,2021-02-12,2021,0.19404735061412648,-0.19825334538148875,22.08
1,Antelope Valley California Poppy Reserve,Wild,2021-02-28,2021,0.14194003449131443,-0.1878626513625043,0.53
8,Chino Hills,Wild,2021-02-28,2021,0.2008218316928699,-0.20887009202471654,0.53
8,Chino Hills,Wild,2021-01-11,2021,0.12177081520792123,-0.15644469674310849,0.05
8,Chino Hills,Wild,2021-01-27,2021,0.11241889800517832,-0.1363146957329355,64.33
8,Chino Hills,Wild,2021-02-12,2021,0.1950754461189296,-0.20687156383242578,2.84
8,Chino Hills,Wild,2021-02-28,2021,0.18412014288851095,-0.20410423341035372,0.12
6,Carrizo Plain National Monument,Wild,2021-01-02,2021,0.10614371285560847,-0.15656595810941512,60.04
6,Carrizo Plain National Monument,Wild,2021-01-18,2021,0.11210638020984469,-0.15504077001295763,2.47
6,Carrizo Plain National Monument,Wild,2021-02-03,2021,0.12424247975406368,-0.15716507820832132,51.93
